cntry,netuse,gndr,agea,eisced,mnactic,hinctnta,ipcrtiv,impdiff,impfun,iscomajor,freqnet,nonet
BE,7,1,41,4,1,4,3,2,4,9,1,7
BE,7,1,39,7,1,10,3,4,3,3,1,7
BE,7,1,39,7,1,10,4,3,3,2,1,7
BE,7,1,36,7,3,1,4,4,4,7,1,7
BE,7,1,45,4,1,9,5,2,3,1,1,7
BE,7,1,58,1,5,5,5,3,5,4,1,7
BE,7,2,20,4,2,1,3,4,4,5,1,7
BE,7,2,22,6,2,5,4,4,4,4,1,7
BE,7,2,27,7,1,8,3,3,4,2,1,7
BE,7,2,26,6,1,7,4,5,4,3,1,7
BE,7,2,33,4,1,2,3,0,1,5,1,7
BE,7,2,36,6,1,9,4,2,4,7,1,7
BE,7,2,45,7,1,7,4,3,3,2,1,7
BE,7,2,44,7,1,7,3,4,4,2,1,7
BE,6,2,48,6,1,6,5,5,5,3,1,6
BE,0,2,63,1,5,1,4,3,3,9,0,1
BE,0,2,61,2,6,5,4,2,4,4,0,1
BE,0,2,84,4,6,2,2,2,2,4,0,1
BE,7,2,51,7,1,10,3,3,3,3,1,7
BE,1,2,68,1,6,6,2,2,4,10,0,1
BE,6,1,28,5,1,7,1,1,4,9,1,6
BE,7,1,51,6,1,9,5,4,3,1,1,7
BE,0,1,59,2,1,4,1,1,3,8,0,1
BE,7,1,72,4,6,3,2,1,3,4,1,7
BE,7,2,49,4,1,9,1,3,4,1,1,7
BE,5,2,57,6,6,5,2,2,1,2,0,5
BE,0,2,88,2,6,4,4,2,2,6,0,1
BE,7,1,41,4,1,5,4,4,4,8,1,7
BE,0,1,67,4,6,6,4,3,5,3,0,1
BE,0,2,78,5,6,2,1,2,2,4,0,1
BE,0,2,83,1,6,1,1,2,2,9,0,1
BE,7,1,34,7,1,9,5,5,4,2,1,7
BE,7,1,51,4,1,7,4,4,4,3,1,7
BE,7,1,30,6,1,7,3,2,3,2,1,7
BE,7,1,47,4,1,10,5,3,4,1,1,7
BE,7,2,18,4,2,6,4,4,4,4,1,7
BE,6,2,53,6,1,7,3,4,3,2,1,6
BE,7,1,15,1,2,6,4,5,4,10,1,7
BE,7,1,21,5,1,6,3,4,3,5,1,7
BE,7,1,32,6,1,8,4,4,4,2,1,7
BE,7,1,42,5,1,3,4,2,4,7,1,7
BE,7,1,24,4,1,8,5,3,2,3,1,7
BE,1,1,76,4,6,5,1,3,5,3,0,1
BE,2,1,19,4,2,7,2,4,4,7,0,2
BE,6,1,35,6,1,7,3,2,4,2,1,6
BE,7,1,42,2,1,4,4,5,4,8,1,7
BE,0,2,61,2,8,4,0,4,4,1,0,1
BE,7,1,20,2,2,7,4,4,5,4,1,7
BE,6,1,27,6,1,2,2,3,4,4,1,6
BE,2,1,55,4,1,3,3,3,3,9,0,2
BE,0,1,83,2,6,2,3,1,3,10,0,1
BE,4,2,33,5,4,4,3,1,3,9,0,4
BE,2,2,52,4,6,5,3,3,3,4,0,2
BE,7,1,60,2,6,4,2,0,3,5,1,7
BE,0,1,77,1,6,3,4,1,4,4,0,1
BE,3,2,24,2,1,8,3,1,4,9,0,3
BE,6,1,37,5,1,7,1,4,3,9,1,6
BE,6,1,60,6,8,7,4,3,2,3,1,6
BE,6,1,67,1,8,5,2,2,2,7,1,6
BE,7,2,28,6,8,7,3,4,3,4,1,7
BE,6,1,54,4,1,5,1,2,1,9,1,6
BE,7,1,78,4,6,6,2,2,3,1,1,7
BE,7,1,18,2,2,2,4,4,5,5,1,7
BE,0,1,36,5,1,5,3,3,3,5,0,1
BE,6,1,46,6,1,8,1,2,2,4,1,6
BE,7,1,41,7,1,10,4,2,4,1,1,7
BE,5,1,57,4,5,3,3,3,3,7,0,5
BE,6,1,65,4,6,7,3,4,5,5,1,6
BE,0,1,67,4,6,7,2,1,4,2,0,1
BE,7,1,71,5,6,7,4,2,5,8,1,7
BE,7,1,83,2,6,3,4,1,1,3,1,7
BE,7,2,22,4,2,6,3,4,4,10,1,7
BE,7,2,31,6,1,6,3,3,4,1,1,7
BE,7,2,48,6,1,9,5,5,3,2,1,7
BE,7,2,55,1,1,5,3,1,3,5,1,7
BE,7,2,59,1,1,6,3,3,4,7,1,7
BE,0,2,69,1,6,2,4,3,3,10,0,1
BE,7,1,32,6,1,8,0,3,3,7,1,7
BE,7,1,52,5,1,10,4,4,4,4,1,7
BE,0,1,62,3,6,4,1,1,1,9,0,1
BE,5,2,64,7,6,8,4,1,1,10,0,5
BE,0,2,86,1,6,1,4,3,3,10,0,1
BE,7,1,35,7,4,4,4,4,4,2,1,7
BE,7,1,41,6,1,4,4,5,4,4,1,7
BE,7,2,20,4,2,8,2,4,5,10,1,7
BE,6,2,43,7,1,7,5,2,3,1,1,6
BE,0,1,72,2,6,7,3,2,3,1,0,1
BE,7,2,21,4,2,6,4,3,4,10,1,7
BE,6,2,37,4,1,6,4,1,3,5,1,6
BE,7,1,32,6,1,6,5,3,4,3,1,7
BE,7,1,45,7,1,10,2,3,3,2,1,7
BE,6,1,32,4,1,7,4,4,5,7,1,6
BE,7,1,48,4,1,6,4,3,4,5,1,7
BE,5,2,36,6,1,6,3,3,4,3,0,5
BE,6,2,42,4,1,8,4,3,5,5,1,6
BE,7,2,45,4,4,6,4,1,3,5,1,7
BE,7,2,54,2,5,5,4,4,4,9,1,7
BE,0,2,58,2,1,7,4,4,1,5,0,1
BE,1,2,62,6,6,7,5,5,4,2,0,1
BE,0,2,71,2,6,7,4,5,4,5,0,1
BE,7,2,45,1,1,6,3,3,4,9,1,7
BE,7,2,51,2,1,7,3,2,3,3,1,7
BE,0,2,87,2,6,3,3,4,2,10,0,1
BE,7,1,20,4,2,4,4,5,5,10,1,7
BE,7,2,59,6,8,7,2,0,5,2,1,7
BE,7,2,71,6,6,5,3,3,4,2,1,7
BE,3,2,89,5,6,7,5,5,5,9,0,3
BE,0,2,61,2,8,5,5,3,4,5,0,1
BE,7,1,32,7,1,9,5,5,5,2,1,7
BE,6,1,37,5,1,5,4,2,3,4,1,6
BE,1,1,64,2,9,5,2,4,4,7,0,1
BE,6,2,28,4,1,9,3,4,3,3,1,6
BE,7,2,36,5,1,9,4,4,4,3,1,7
BE,0,1,44,2,1,4,2,1,4,4,0,1
BE,1,2,62,2,4,2,3,3,4,4,0,1
BE,7,1,17,2,2,6,3,4,5,10,1,7
BE,6,1,39,6,1,10,3,3,4,1,1,6
BE,7,1,56,6,1,7,2,1,4,1,1,7
BE,6,2,23,6,1,4,4,4,5,2,1,6
BE,7,2,45,6,1,10,5,5,5,2,1,7
BE,7,2,64,1,4,5,2,4,5,7,1,7
BE,7,1,29,3,1,5,3,4,4,8,1,7
BE,7,1,36,6,1,8,5,3,3,1,1,7
BE,1,2,54,4,8,3,1,2,2,9,0,1
BE,0,2,62,2,8,6,2,0,1,7,0,1
BE,0,1,72,2,6,4,1,1,3,7,0,1
BE,7,2,44,6,1,9,4,4,3,3,1,7
BE,6,2,49,4,1,7,3,4,3,9,1,6
BE,0,2,84,1,8,2,1,2,2,10,0,1
BE,1,1,49,3,1,5,2,1,2,1,0,1
BE,6,2,21,4,2,2,4,5,4,10,1,6
BE,5,2,37,3,1,6,4,4,4,9,0,5
BE,6,2,43,3,1,2,3,1,3,9,1,6
BE,7,2,55,2,1,5,4,2,4,9,1,7
BE,0,2,62,1,5,9,2,1,1,9,0,1
BE,7,1,66,7,6,7,3,3,3,2,1,7
BE,5,1,40,3,1,6,3,4,1,7,0,5
BE,7,2,46,3,1,7,3,3,4,3,1,7
BE,7,2,58,2,1,3,3,5,1,5,1,7
BE,1,1,43,2,1,4,4,1,1,7,0,1
BE,6,1,68,6,5,6,4,3,1,4,1,6
BE,7,1,87,2,6,6,5,5,5,0,1,7
BE,6,2,39,4,1,10,4,4,3,4,1,6
BE,0,2,53,6,1,5,3,0,3,2,0,1
BE,7,2,57,1,5,6,3,2,3,5,1,7
BE,1,2,80,1,8,3,3,0,1,10,0,1
BE,0,2,69,1,6,1,1,4,3,9,0,1
BE,0,2,83,1,8,1,2,3,4,10,0,1
BE,7,1,20,4,9,10,3,3,4,10,1,7
BE,7,1,54,7,1,9,3,3,4,2,1,7
BE,7,1,61,6,6,7,3,4,3,2,1,7
BE,7,2,48,7,1,10,4,5,3,2,1,7
BE,7,1,28,4,1,5,4,1,2,8,1,7
BE,7,1,61,4,3,5,4,3,3,2,1,7
BE,7,1,29,4,1,7,4,2,4,7,1,7
BE,1,1,43,5,1,7,5,2,3,8,0,1
BE,6,1,46,6,1,9,4,3,3,3,1,6
BE,1,1,68,4,6,5,4,3,5,7,0,1
BE,1,2,49,2,1,8,5,4,5,9,0,1
BE,7,2,60,6,1,4,4,5,3,4,1,7
BE,7,1,73,5,6,7,4,4,4,4,1,7
BE,6,2,30,6,1,8,3,3,4,2,1,6
BE,7,2,38,7,1,8,4,3,1,2,1,7
BE,7,2,44,7,1,9,4,4,5,1,1,7
BE,0,2,56,6,1,7,4,3,3,3,0,1
BE,6,2,62,5,6,5,3,3,4,4,1,6
BE,7,1,62,4,8,4,4,4,3,2,1,7
BE,7,2,23,2,1,4,3,4,4,5,1,7
BE,7,2,27,3,2,2,4,3,4,10,1,7
BE,7,2,51,6,1,5,1,1,1,2,1,7
BE,7,2,58,6,6,10,5,5,5,4,1,7
BE,6,2,72,6,6,8,3,3,3,2,1,6
BE,0,2,84,3,8,5,3,2,4,7,0,1
BE,7,1,25,5,1,6,3,4,3,1,1,7
BE,0,1,66,1,6,3,4,3,4,7,0,1
BE,1,2,40,4,1,5,4,5,4,7,0,1
BE,7,2,52,4,1,10,3,3,4,4,1,7
BE,1,2,77,3,6,6,5,5,3,10,0,1
BE,6,2,26,5,1,7,4,4,4,3,1,6
BE,7,2,35,6,4,2,4,4,4,8,1,7
BE,7,2,42,2,8,2,3,5,5,9,1,7
BE,5,2,55,1,1,7,4,4,3,8,0,5
BE,0,1,71,2,6,6,4,4,5,8,0,1
BE,7,1,41,6,1,6,4,3,4,2,1,7
BE,7,2,54,5,1,5,3,2,4,3,1,7
BE,0,2,80,1,6,2,4,3,3,1,0,1
BE,6,2,30,4,3,3,2,1,3,10,1,6
BE,6,2,39,6,1,7,4,4,4,3,1,6
BE,5,2,45,2,1,7,2,1,3,4,0,5
BE,6,2,52,4,1,7,4,3,3,3,1,6
BE,7,2,16,2,9,7,3,4,5,10,1,7
BE,7,2,31,7,1,10,3,3,4,1,1,7
BE,0,1,80,6,6,8,3,3,2,1,0,1
BE,6,2,34,7,1,9,4,2,4,5,1,6
BE,4,2,60,2,6,2,1,1,4,10,0,4
BE,7,2,68,4,6,6,4,3,4,3,1,7
BE,6,2,24,6,1,10,5,4,3,5,1,6
BE,7,2,57,2,1,5,5,5,3,3,1,7
BE,1,2,65,2,8,5,4,3,4,4,0,1
BE,7,1,40,4,1,9,4,4,3,4,1,7
BE,7,1,43,6,1,7,5,4,4,1,1,7
BE,5,1,49,6,1,7,5,4,4,3,0,5
BE,7,1,46,5,1,8,5,3,4,4,1,7
BE,7,1,52,4,1,10,5,1,3,1,1,7
BE,7,1,62,7,6,4,4,3,4,1,1,7
BE,7,1,70,4,6,5,3,3,3,1,1,7
BE,0,1,75,2,6,3,1,1,2,7,0,1
BE,6,2,31,6,1,9,2,1,4,3,1,6
BE,6,2,36,6,1,8,3,1,3,2,1,6
BE,7,2,66,4,6,7,4,2,5,4,1,7
BE,0,2,89,4,6,5,4,1,3,2,0,1
BE,7,1,37,5,1,7,3,1,1,9,1,7
BE,0,1,49,2,1,4,3,4,4,9,0,1
BE,7,1,55,4,1,9,3,3,2,1,1,7
BE,7,1,71,7,6,5,2,1,1,1,1,7
BE,6,2,29,7,1,5,5,0,3,1,1,6
BE,7,1,46,7,1,10,2,4,4,1,1,7
BE,4,2,52,4,1,10,3,2,4,3,0,4
BE,7,1,41,4,1,8,3,4,3,7,1,7
BE,0,1,66,1,6,4,3,2,4,7,0,1
BE,0,1,76,1,6,2,1,2,4,7,0,1
BE,7,2,58,7,1,5,3,5,3,1,1,7
BE,7,2,34,4,2,5,4,1,4,5,1,7
BE,0,1,80,2,6,3,3,1,4,9,0,1
BE,5,2,17,2,2,10,4,4,4,5,0,5
BE,7,2,21,5,1,7,1,4,4,9,1,7
BE,0,2,61,1,8,4,5,4,4,5,0,1
BE,7,2,28,6,8,7,3,2,3,1,1,7
BE,3,2,36,6,1,9,4,3,4,3,0,3
BE,7,2,48,1,8,4,3,2,3,1,1,7
BE,7,1,26,6,1,3,3,2,3,3,1,7
BE,7,1,50,6,1,10,4,5,5,9,1,7
BE,0,1,70,2,6,3,5,4,4,8,0,1
BE,7,2,44,7,1,10,2,2,4,3,1,7
BE,7,1,22,4,3,9,3,4,4,7,1,7
BE,7,2,54,6,1,7,5,3,3,4,1,7
BE,7,1,16,2,2,4,3,5,5,10,1,7
BE,4,2,44,7,1,5,5,5,5,2,0,4
BE,5,1,37,2,1,6,3,3,3,9,0,5
BE,1,1,43,2,1,7,2,1,4,8,0,1
BE,0,1,62,1,6,5,4,1,4,2,0,1
BE,1,2,29,3,1,6,4,3,5,5,0,1
BE,7,1,16,2,2,10,5,4,4,10,1,7
BE,6,1,24,5,1,7,4,3,4,7,1,6
BE,7,1,32,7,1,9,3,4,3,2,1,7
BE,1,1,43,4,1,7,4,3,4,8,0,1
BE,7,1,52,3,1,6,1,4,4,0,1,7
BE,7,1,66,4,6,7,4,4,4,1,1,7
BE,0,1,70,1,6,10,4,4,2,7,0,1
BE,0,1,75,4,6,4,1,2,4,8,0,1
BE,7,2,41,7,1,9,3,1,2,2,1,7
BE,6,2,56,6,1,9,4,4,4,2,1,6
BE,7,2,62,3,5,7,5,5,5,5,1,7
BE,0,2,82,3,6,5,5,1,2,3,0,1
BE,7,1,19,4,2,4,4,3,5,7,1,7
BE,4,1,41,6,1,6,2,3,4,2,0,4
BE,7,1,59,4,1,10,4,4,4,3,1,7
BE,7,1,17,2,2,9,4,5,4,9,1,7
BE,7,1,40,6,1,7,4,4,2,1,1,7
BE,7,1,62,3,6,7,4,4,4,7,1,7
BE,1,1,66,1,1,4,1,1,4,7,0,1
BE,7,2,30,2,1,5,3,5,5,5,1,7
BE,6,2,33,4,1,6,1,2,4,4,1,6
BE,7,2,38,6,1,8,2,2,3,3,1,7
BE,5,2,53,6,1,9,1,1,1,3,0,5
BE,5,2,56,6,1,10,3,2,2,1,0,5
BE,0,2,73,1,6,2,1,2,3,8,0,1
BE,7,1,39,6,5,5,5,4,4,3,1,7
BE,7,1,36,7,1,9,4,4,3,2,1,7
BE,0,1,65,1,6,1,4,2,5,8,0,1
BE,7,1,62,7,6,4,4,4,3,1,1,7
BE,7,1,69,2,6,3,4,4,2,1,1,7
BE,7,2,29,6,3,3,3,4,4,4,1,7
BE,7,2,33,7,1,10,2,2,4,2,1,7
BE,7,1,20,4,2,6,3,3,4,10,1,7
BE,7,1,28,7,1,7,2,2,4,2,1,7
BE,0,1,83,2,6,7,3,3,4,1,0,1
BE,0,1,53,2,5,5,5,4,5,7,0,1
BE,6,2,20,2,9,8,2,5,5,8,1,6
BE,1,2,41,2,1,7,3,3,4,9,0,1
BE,7,2,68,4,6,4,4,4,3,1,1,7
BE,7,1,53,6,1,10,5,3,5,1,1,7
BE,0,1,68,2,1,3,1,4,4,9,0,1
BE,7,2,23,7,2,9,4,5,4,10,1,7
BE,7,2,26,4,4,4,2,2,4,5,1,7
BE,7,1,43,2,5,9,3,1,3,7,1,7
BE,6,1,63,6,6,9,4,4,5,0,1,6
BE,7,2,18,5,2,5,0,4,4,10,1,7
BE,0,2,46,6,1,6,1,1,3,8,0,1
BE,4,1,62,7,4,2,2,2,3,1,0,4
BE,7,2,22,2,1,6,4,4,3,9,1,7
BE,5,2,38,6,1,7,5,5,3,2,0,5
BE,7,1,44,6,1,10,4,5,5,3,1,7
BE,0,1,73,1,6,6,1,3,4,8,0,1
BE,1,2,41,3,8,3,3,3,3,9,0,1
BE,7,1,34,4,1,6,2,3,5,8,1,7
BE,0,2,59,4,8,6,5,3,0,1,0,1
BE,7,1,24,5,1,3,0,4,5,5,1,7
BE,1,2,59,4,8,4,4,2,3,9,0,1
BE,6,2,34,4,1,5,3,2,3,9,1,6
BE,7,2,50,4,3,3,4,3,3,9,1,7
BE,7,2,55,6,1,8,2,3,3,2,1,7
BE,7,1,38,6,1,8,3,4,4,2,1,7
BE,7,1,36,4,1,5,3,3,3,9,1,7
BE,1,1,45,5,1,5,3,3,4,8,0,1
BE,0,1,66,2,6,4,2,2,2,7,0,1
BE,1,1,74,7,6,1,4,1,4,2,0,1
BE,7,2,22,6,2,6,2,4,4,5,1,7
BE,7,2,32,7,1,8,3,2,3,1,1,7
BE,7,2,48,7,1,9,3,3,2,2,1,7
BE,7,2,53,6,1,6,3,3,0,1,1,7
BE,7,2,61,4,8,6,2,2,4,4,1,7
BE,7,1,41,6,1,9,3,4,4,2,1,7
BE,0,1,69,1,6,7,3,5,1,1,0,1
BE,1,2,46,2,1,4,4,5,5,3,0,1
BE,7,2,66,4,6,3,4,2,1,4,1,7
BE,7,2,17,1,2,4,3,3,5,10,1,7
BE,7,1,39,4,1,4,4,4,5,4,1,7
BE,4,1,55,2,1,6,3,4,3,8,0,4
BE,7,2,29,6,1,5,4,3,1,4,1,7
BE,6,2,31,1,8,2,4,3,2,9,1,6
BE,7,2,42,2,3,2,4,3,4,9,1,7
BE,7,2,49,6,1,5,5,4,2,4,1,7
BE,1,1,40,4,1,2,4,4,5,7,0,1
BE,1,1,66,5,6,2,3,4,4,5,0,1
BE,1,2,89,1,6,2,3,3,2,9,0,1
BE,7,1,62,2,8,5,3,2,3,7,1,7
BE,7,2,34,7,1,7,4,5,3,2,1,7
BE,1,2,78,1,6,2,0,4,2,2,0,1
BE,7,1,23,6,1,8,5,4,4,1,1,7
BE,7,1,40,7,1,10,3,4,2,4,1,7
BE,1,1,45,5,1,5,3,1,4,9,0,1
BE,7,2,15,2,2,7,4,4,4,10,1,7
BE,2,2,32,5,8,6,3,4,5,5,0,2
BE,5,2,58,7,1,9,4,3,1,2,0,5
BE,7,2,66,1,6,6,4,3,3,8,1,7
BE,6,1,46,7,1,10,4,3,3,2,1,6
BE,7,1,55,4,1,7,1,2,4,3,1,7
BE,1,1,63,4,5,5,1,1,2,1,0,1
BE,6,1,67,4,6,5,2,3,3,3,1,6
BE,7,2,18,2,2,5,2,3,4,9,1,7
BE,7,1,29,6,1,10,1,3,4,4,1,7
BE,7,1,36,5,1,9,5,5,4,1,1,7
BE,7,1,49,6,1,6,4,2,2,1,1,7
BE,7,1,61,4,6,6,3,2,3,4,1,7
BE,0,1,82,1,6,4,4,4,4,1,0,1
BE,7,2,25,6,3,6,0,2,3,8,1,7
BE,1,2,43,6,8,5,4,4,1,1,0,1
BE,7,2,51,6,1,9,4,3,4,2,1,7
BE,7,2,58,2,1,3,1,5,5,8,1,7
BE,0,2,75,1,6,2,3,1,2,3,0,1
BE,6,1,48,5,1,7,3,4,5,9,1,6
BE,7,2,34,6,1,9,3,4,5,3,1,7
BE,1,2,42,3,1,7,1,1,4,6,0,1
BE,0,2,78,6,6,5,4,4,4,2,0,1
BE,7,1,19,4,2,5,4,4,4,10,1,7
BE,7,1,34,7,1,10,4,3,3,3,1,7
BE,5,1,38,4,1,7,2,2,4,4,0,5
BE,0,1,47,2,5,4,4,3,4,9,0,1
BE,7,2,17,2,2,4,4,4,4,5,1,7
BE,7,2,27,6,1,9,5,5,4,3,1,7
BE,7,2,37,4,1,8,5,2,5,9,1,7
BE,6,2,41,7,1,8,1,4,4,2,1,6
BE,1,2,62,2,8,4,2,4,5,5,0,1
BE,6,1,53,6,1,10,3,3,3,2,1,6
BE,7,1,44,5,1,7,4,3,5,1,1,7
BE,0,1,64,1,1,2,3,2,3,6,0,1
BE,0,2,73,3,8,2,3,4,4,10,0,1
BE,7,1,37,5,1,7,5,5,5,2,1,7
BE,5,2,50,4,1,7,3,2,3,9,0,5
BE,6,1,25,2,1,4,4,4,5,9,1,6
BE,6,1,49,4,1,8,5,3,3,3,1,6
BE,6,2,18,2,1,4,5,4,5,5,1,6
BE,5,2,39,3,8,4,3,1,5,4,0,5
BE,7,2,36,4,1,4,2,3,3,4,1,7
BE,1,2,46,5,5,3,3,1,1,1,0,1
BE,7,2,55,3,1,4,4,3,4,7,1,7
BE,0,2,62,4,6,3,3,3,2,3,0,1
BE,6,2,41,6,1,7,3,2,3,2,1,6
BE,7,2,48,3,1,6,5,4,4,3,1,7
BE,7,2,60,4,1,3,5,5,1,7,1,7
BE,0,2,83,2,6,9,4,3,4,5,0,1
BE,4,1,18,4,9,9,5,5,5,10,0,4
BE,6,1,33,4,1,10,3,3,1,5,1,6
BE,7,2,67,4,6,6,3,2,2,3,1,7
BE,0,1,59,5,8,3,1,1,2,9,0,1
BE,7,2,28,6,1,7,3,4,3,2,1,7
BE,1,2,34,5,1,2,5,5,5,5,0,1
BE,6,2,32,6,1,9,4,3,3,3,1,6
BE,0,2,46,4,8,7,1,2,3,5,0,1
BE,7,2,74,4,6,3,3,2,3,4,1,7
BE,6,1,52,4,1,7,0,1,2,7,1,6
BE,7,1,63,4,6,7,3,2,3,1,1,7
BE,7,1,55,4,1,7,3,1,1,0,1,7
BE,7,1,24,4,1,6,4,4,4,7,1,7
BE,1,1,39,5,1,7,3,2,4,7,0,1
BE,7,1,57,4,1,6,4,4,3,3,1,7
BE,7,2,32,6,1,8,4,4,2,2,1,7
BE,7,2,45,4,8,7,2,3,2,9,1,7
BE,0,2,64,4,6,4,3,4,4,9,0,1
BE,7,2,35,7,1,8,2,3,3,3,1,7
BE,7,1,22,4,2,8,4,4,4,4,1,7
BE,0,1,38,5,8,5,3,4,3,8,0,1
BE,0,1,58,5,1,3,4,2,4,8,0,1
BE,7,2,30,6,1,7,5,4,4,2,1,7
BE,5,2,51,4,1,8,4,4,4,4,0,5
BE,7,1,21,5,1,8,5,4,5,9,1,7
BE,6,1,41,6,1,7,2,4,4,2,1,6
BE,0,1,86,1,6,3,2,1,2,7,0,1
BE,7,2,34,7,1,9,5,4,5,2,1,7
BE,7,2,38,5,1,5,4,4,4,4,1,7
BE,1,2,44,3,1,7,2,1,3,5,0,1
BE,1,2,47,4,1,6,3,1,4,4,0,1
BE,7,2,67,4,6,6,3,3,4,4,1,7
BE,6,2,17,2,2,3,3,4,4,5,1,6
BE,4,2,24,6,1,10,2,3,5,2,0,4
BE,7,2,59,4,1,7,3,2,3,4,1,7
BE,1,2,67,6,6,5,5,5,3,2,0,1
BE,5,1,16,2,2,3,3,4,4,10,0,5
BE,5,1,42,4,1,10,2,4,3,5,0,5
BE,7,1,54,3,5,7,4,2,3,1,1,7
BE,2,2,30,3,1,10,3,3,3,3,0,2
BE,7,2,48,6,1,8,3,2,3,2,1,7
BE,5,1,31,4,3,2,5,3,4,9,0,5
BE,7,2,56,4,1,6,4,5,5,2,1,7
BE,6,2,22,4,4,5,4,4,3,10,1,6
BE,6,2,19,4,2,6,4,4,3,5,1,6
BE,0,2,79,3,6,8,4,1,1,1,0,1
BE,7,2,47,7,1,5,5,4,4,2,1,7
BE,7,1,68,2,6,5,3,3,2,1,1,7
BE,1,1,53,2,3,4,4,4,3,7,0,1
BE,7,1,43,4,1,3,3,3,3,8,1,7
BE,7,2,41,6,1,9,4,5,5,1,1,7
BE,1,2,54,3,6,5,4,4,2,2,0,1
BE,1,2,68,2,6,7,3,3,1,4,0,1
BE,6,1,24,4,1,7,2,2,4,9,1,6
BE,7,1,61,1,6,5,4,4,5,8,1,7
BE,7,1,27,4,1,7,3,2,2,7,1,7
BE,7,2,23,4,1,9,4,4,4,1,1,7
BE,7,2,42,6,1,7,3,3,3,2,1,7
BE,6,2,60,3,1,6,3,3,3,5,1,6
BE,7,2,64,2,8,4,3,3,3,7,1,7
BE,7,2,68,2,6,4,2,4,5,8,1,7
BE,1,2,72,5,8,5,3,0,3,10,0,1
BE,7,1,28,4,1,7,3,2,5,8,1,7
BE,6,1,32,5,1,2,5,5,4,7,1,6
BE,0,1,56,2,1,8,2,1,4,9,0,1
BE,0,1,74,1,6,3,1,1,1,1,0,1
BE,7,2,34,6,3,5,3,3,4,2,1,7
BE,7,2,37,4,1,4,4,4,1,3,1,7
BE,6,2,63,6,6,4,5,2,2,2,1,6
BE,7,2,35,7,8,9,4,5,5,10,1,7
BE,5,2,50,3,1,5,2,3,5,5,0,5
BE,6,1,52,2,1,4,1,4,1,8,1,6
BE,6,2,46,4,1,3,4,4,3,9,1,6
BE,7,1,58,6,1,8,3,3,4,2,1,7
BE,6,2,42,4,9,4,2,1,1,4,1,6
BE,5,1,40,6,1,4,2,2,2,1,0,5
BE,7,1,53,7,1,8,5,4,3,1,1,7
BE,0,1,71,3,6,4,5,4,2,8,0,1
BE,7,2,20,2,2,4,4,5,5,10,1,7
BE,6,2,35,5,1,4,3,1,3,9,1,6
BE,7,1,33,6,1,9,3,2,3,2,1,7
BE,4,2,53,5,1,7,3,3,4,6,0,4
BE,1,2,65,3,1,4,4,1,4,6,0,1
BE,6,1,51,4,8,3,4,3,3,1,1,6
BE,7,1,24,7,2,10,5,3,5,5,1,7
BE,7,1,16,2,2,6,3,3,3,10,1,7
BE,6,1,39,4,1,7,4,3,2,7,1,6
BE,7,1,45,6,1,9,3,1,3,3,1,7
BE,6,1,56,4,1,8,3,3,2,8,1,6
BE,0,1,73,2,6,4,2,1,3,7,0,1
BE,7,2,32,4,8,9,3,4,4,4,1,7
BE,7,2,50,4,8,5,4,2,2,9,1,7
BE,6,2,63,4,4,5,1,2,3,5,1,6
BE,0,1,28,6,1,4,4,4,4,7,0,1
BE,7,1,34,6,1,9,3,2,3,2,1,7
BE,7,1,38,6,5,9,4,1,1,10,1,7
BE,0,1,43,2,3,3,0,5,5,8,0,1
BE,0,1,57,2,5,2,1,1,1,9,0,1
BE,0,1,79,2,6,6,4,2,4,0,0,1
BE,7,2,20,2,3,2,4,5,4,5,1,7
BE,7,2,26,6,1,4,5,3,3,5,1,7
BE,7,2,55,1,8,3,4,1,4,5,1,7
BE,1,2,53,2,5,8,5,4,5,9,0,1
BE,4,2,51,3,1,7,3,3,4,4,0,4
BE,6,2,60,6,1,4,4,4,1,2,1,6
BE,0,2,64,3,9,2,5,3,3,5,0,1
BE,0,2,74,3,6,4,3,1,1,5,0,1
BE,7,1,20,4,2,9,3,3,5,3,1,7
BE,6,1,29,4,1,8,3,3,4,3,1,6
BE,7,1,48,3,1,10,4,3,2,1,1,7
BE,5,1,53,6,1,10,3,3,3,2,0,5
BE,2,1,61,5,6,6,4,3,3,7,0,2
BE,7,2,43,2,1,6,3,3,4,9,1,7
BE,7,1,18,5,9,4,3,2,4,10,1,7
BE,6,1,47,5,1,7,4,4,4,6,1,6
BE,7,1,53,4,1,10,5,5,5,1,1,7
BE,6,1,61,2,9,7,1,4,3,8,1,6
BE,7,2,26,6,1,7,5,3,4,2,1,7
BE,4,2,41,7,1,10,3,3,4,1,0,4
BE,0,1,36,3,1,7,3,1,3,1,0,1
BE,0,1,42,5,1,6,4,4,4,8,0,1
BE,1,1,62,2,8,4,2,4,4,7,0,1
BE,7,2,30,3,8,7,3,4,4,9,1,7
BE,1,2,48,3,1,9,2,3,4,3,0,1
BE,1,2,72,6,9,9,5,1,3,2,0,1
BE,1,2,84,5,6,3,4,3,4,1,0,1
BE,7,1,20,4,2,4,4,4,4,3,1,7
BE,7,2,51,4,8,5,3,1,3,10,1,7
BE,1,2,63,6,9,4,2,1,5,3,0,1
BE,6,2,42,6,1,9,4,4,4,3,1,6
BE,7,2,55,6,3,1,3,3,0,2,1,7
BE,6,1,26,7,1,4,5,3,4,2,1,6
BE,7,1,31,7,1,9,2,1,4,2,1,7
BE,7,2,35,6,1,6,3,5,3,2,1,7
